query,ensembl_gene_id
O95295,ENSG00000143553
Q5C9Z4,ENSG00000146909
O94898,ENSG00000198799
P62195,ENSG00000087191
Q96NA2,ENSG00000274145
Q5TGL8,ENSG00000168994
Q9HB03,ENSG00000119915
Q8IY18,ENSG00000198887
O60443,ENSG00000105928
Q9Y6I3,ENSG00000063245
Q15526,ENSG00000280627
P98187,ENSG00000186526
Q96PD4,ENSG00000112116
P98182,ENSG00000010539
P38432,ENSG00000121058
Q9HBL8,ENSG00000153406
P14209,ENSG00000002586
Q9NZ81,ENSG00000205352
Q9UKL0,ENSG00000089902
Q03164,ENSG00000118058
Q6P3X3,ENSG00000018699
Q8N5B7,ENSG00000139624
Q8IUR5,ENSG00000133687
O75688,ENSG00000138032
Q99576,ENSG00000157514
Q96S65,ENSG00000144655
Q96BH3,ENSG00000169393
O15131,ENSG00000196911
P16150,ENSG00000197471
Q96MW7,ENSG00000221944
O76082,ENSG00000197375
P11274,ENSG00000186716
Q86TP1,ENSG00000143363
Q07864,ENSG00000177084
O14529,ENSG00000111249
Q9P2T0,ENSG00000105549
Q01523,ENSG00000164816
O75396,ENSG00000265808
P50876,ENSG00000151692
Q8NFZ8,ENSG00000105767
Q8TCT0,ENSG00000100422
Q96EW2,ENSG00000169087
Q7Z4T8,ENSG00000106648
P16401,ENSG00000184357
Q8N349,ENSG00000196071
Q9H461,ENSG00000177283
Q8N5S1,ENSG00000181240
Q93063,ENSG00000151348
Q9UBU8,ENSG00000185787
Q5T4F4,ENSG00000155256
P11309,ENSG00000137193
O14974,ENSG00000058272
Q99871,ENSG00000213397
Q96G75,ENSG00000145916
Q5XUX1,ENSG00000132004
A5PL33,ENSG00000133619
P52926,ENSG00000149948
O75783,ENSG00000103269
Q9GZV8,ENSG00000147596
P42357,ENSG00000084110
A8K979,ENSG00000196678
Q9Y3Q3,ENSG00000166557
Q6ZRI0,ENSG00000188162
P83916,ENSG00000108468
Q13630,ENSG00000104522
Q9NQZ8,ENSG00000197951
Q9UJQ1,ENSG00000125869
Q15365,ENSG00000169564
Q96G03,ENSG00000169299
P07203,ENSG00000233276
Q9Y2S6,ENSG00000232112
Q5THJ4,ENSG00000048707
P00480,ENSG00000036473
Q8IV56,ENSG00000176532
Q9UKB5,ENSG00000196581
Q92729,ENSG00000060656
Q8WWQ0,ENSG00000146247
Q96FE5,ENSG00000169783
P00352,ENSG00000165092
P0DJI9,ENSG00000134339
P0CG20,ENSG00000161992
Q7L8L6,ENSG00000215251
P26583,ENSG00000164104
Q96M95,ENSG00000161973
P56470,ENSG00000282992
Q14789,ENSG00000173230
Q16531,ENSG00000167986
Q96E11,ENSG00000148187
O75817,ENSG00000172336
Q02338,ENSG00000275544
P55268,ENSG00000172037
Q9HB09,ENSG00000126453
A6NHQ2,ENSG00000188573
Q5VXT5,ENSG00000143028
Q13231,ENSG00000133063
O43818,ENSG00000114767
P78330,ENSG00000146733
P01185,ENSG00000101200
Q9UKU0,ENSG00000164398
Q9UHE5,ENSG00000291479
Q96EV8,ENSG00000047579
O96019,ENSG00000136518
Q14409,ENSG00000229894
P00441,ENSG00000142168
Q7Z4N2,ENSG00000274965
P11177,ENSG00000168291
Q16644,ENSG00000114738
Q9NQ86,ENSG00000152503
Q8IWT6,ENSG00000136802
Q8NA70,ENSG00000189132
Q13435,ENSG00000087365
Q96KN2,ENSG00000150656
Q86YT6,ENSG00000101752
Q9Y4L1,ENSG00000280682
Q9GZV4,ENSG00000163577
P0C869,ENSG00000243708
Q9P2J9,ENSG00000172840
P42127,ENSG00000101440
Q6PJQ5,ENSG00000189299
P43080,ENSG00000290147
P43080,ENSG00000048545
Q9NPQ8,ENSG00000177963
Q5JPH6,ENSG00000103356
Q9H9E3,ENSG00000103051
Q9NU39,ENSG00000184492
P35520,ENSG00000274276
P35520,ENSG00000160200
O14737,ENSG00000105185
Q15573,ENSG00000143498
Q9HCJ6,ENSG00000171724
Q99633,ENSG00000165630
Q9UL59,ENSG00000149050
P61009,ENSG00000129128
O75794,ENSG00000151465
Q15904,ENSG00000071553
Q9NWQ8,ENSG00000076641
O00151,ENSG00000107438
Q8NHW3,ENSG00000182759
Q5VV17,ENSG00000165312
P54750,ENSG00000115252
O43776,ENSG00000134440
Q6P9F5,ENSG00000172524
Q86U28,ENSG00000165898
Q9UJJ9,ENSG00000090581
Q86UU9,ENSG00000176358
P61326,ENSG00000162385
Q02094,ENSG00000112077
Q9Y271,ENSG00000173198
P51965,ENSG00000170142
Q14687,ENSG00000131149
Q01432,ENSG00000133805
Q96Q40,ENSG00000138395
P0DMU8,ENSG00000228836
P0DMU8,ENSG00000269586
P0DMU8,ENSG00000273696
P0DMU8,ENSG00000278289
P08235,ENSG00000151623
Q6ZUS5,ENSG00000176714
O60721,ENSG00000074621
Q8WV83,ENSG00000115084
P23490,ENSG00000203782
O43493,ENSG00000152291
O43707,ENSG00000282844
O15212,ENSG00000224782
Q8N8N0,ENSG00000176641
P04439,ENSG00000227715
P04054,ENSG00000170890
O43151,ENSG00000187605
Q9NV70,ENSG00000090989
Q9NWY4,ENSG00000056050
Q5U623,ENSG00000166669
O43251,ENSG00000277564
P51787,ENSG00000053918
Q96DR5,ENSG00000131050
Q8IXZ2,ENSG00000014164
Q9NV31,ENSG00000177971
P07315,ENSG00000163254
Q6HA08,ENSG00000188886
Q5M775,ENSG00000128487
Q8N9V3,ENSG00000196151
O95398,ENSG00000079337
Q0P651,ENSG00000164074
Q9P0L1,ENSG00000196345
Q9Y6M1,ENSG00000073792
Q96N06,ENSG00000167523
Q9UPS6,ENSG00000139718
Q13153,ENSG00000149269
O43264,ENSG00000086827
A2RUU4,ENSG00000204140
Q9UHD1,ENSG00000285023
Q5VVJ2,ENSG00000162601
Q9BYN0,ENSG00000271303
Q9Y5Z6,ENSG00000172318
P10072,ENSG00000181666
Q9UQ35,ENSG00000167978
Q86V87,ENSG00000158863
Q9BXL7,ENSG00000198286
Q9UNA0,ENSG00000154736
P02647,ENSG00000118137
Q9NWM3,ENSG00000180891
A4GXA9,ENSG00000197774
Q6PIL6,ENSG00000281758
Q86SQ0,ENSG00000144824
Q7Z6J4,ENSG00000146192
Q9NUX5,ENSG00000128513
Q15561,ENSG00000197905
O14495,ENSG00000162407
Q9BWF3,ENSG00000173933
Q8NE09,ENSG00000132554
O14610,ENSG00000167083
Q32P51,ENSG00000139675
Q86VG3,ENSG00000166352
P62191,ENSG00000100764
Q6NSJ0,ENSG00000164976
Q9BYG5,ENSG00000124171
Q8TAS1,ENSG00000152332
Q9NUZ1,ENSG00000153093
Q12857,ENSG00000162599
P48039,ENSG00000168412
Q6ZVT6,ENSG00000163689
Q04671,ENSG00000104044
P19876,ENSG00000163734
Q86W24,ENSG00000158077
P04217,ENSG00000121410
Q6FIF0,ENSG00000086666
Q96LR7,ENSG00000150873
P54284,ENSG00000167535
P61956,ENSG00000188612
Q96HL8,ENSG00000035115
Q9Y679,ENSG00000115307
Q96S95,ENSG00000163888
Q96HD9,ENSG00000132744
P14598,ENSG00000158517
Q9Y2Q5,ENSG00000116586
Q8WVZ7,ENSG00000188050
P35232,ENSG00000167085
P08620,ENSG00000075388
Q5TCH4,ENSG00000162365
Q14318,ENSG00000105701
Q06136,ENSG00000119537
O00294,ENSG00000112041
O15042,ENSG00000163714
Q6KC79,ENSG00000164190
P43657,ENSG00000139679
P51606,ENSG00000102032
O43448,ENSG00000170049
Q99611,ENSG00000179918
Q8WUU4,ENSG00000170684
Q330K2,ENSG00000156170
Q92569,ENSG00000117461
Q5T013,ENSG00000178922
Q99965,ENSG00000104755
Q9UFC0,ENSG00000161036
P42694,ENSG00000198265
Q16540,ENSG00000288141
Q9NY26,ENSG00000143570
Q8N8L2,ENSG00000177599
Q04206,ENSG00000173039
Q04118,ENSG00000197870
Q9BZM4,ENSG00000131019
Q04741,ENSG00000135638
O15229,ENSG00000117009
O60502,ENSG00000198408
O15085,ENSG00000132694
Q96J84,ENSG00000183853
Q9UIA9,ENSG00000130227
Q69YH5,ENSG00000184661
P14314,ENSG00000130175
O00182,ENSG00000168961
Q53GT1,ENSG00000099910
P10301,ENSG00000126458
Q9H8G2,ENSG00000120159
Q9UKA1,ENSG00000118564
Q96R05,ENSG00000162444
Q53G59,ENSG00000117153
Q06141,ENSG00000172016
Q9UL33,ENSG00000167515
Q6UWU4,ENSG00000198663
Q86UD0,ENSG00000186193
Q86YB7,ENSG00000121310
P31277,ENSG00000128713
Q5VT97,ENSG00000097096
Q9Y6K8,ENSG00000154027
Q8N697,ENSG00000139370
P01350,ENSG00000184502
Q9H582,ENSG00000122482
Q8TEE9,ENSG00000205307
Q9Y2P7,ENSG00000152454
Q56P03,ENSG00000129518
P21583,ENSG00000049130
Q9Y264,ENSG00000101280
P32322,ENSG00000183010
P48736,ENSG00000105851
Q6GTX8,ENSG00000276053
Q2KHN1,ENSG00000291936
P08195,ENSG00000168003
Q14296,ENSG00000164896
Q16534,ENSG00000108924
P52756,ENSG00000003756
P09132,ENSG00000153037
Q93079,ENSG00000275713
Q92730,ENSG00000172602
Q6DT37,ENSG00000171219
Q16674,ENSG00000261857
Q8IYT3,ENSG00000120262
P15880,ENSG00000291931
Q02952,ENSG00000131016
P60369,ENSG00000212935
Q8IV63,ENSG00000105053
Q96CS2,ENSG00000152240
Q07820,ENSG00000143384
O15525,ENSG00000197063
P29122,ENSG00000140479
P53804,ENSG00000182670
O15063,ENSG00000279389
Q8N895,ENSG00000178175
P09001,ENSG00000114686
Q9NXF7,ENSG00000163257
Q9H4E7,ENSG00000023892
Q9Y4P9,ENSG00000101222
Q6UWI4,ENSG00000180730
Q8NC24,ENSG00000164620
Q70CQ3,ENSG00000135093
Q6ZSS3,ENSG00000172888
Q99567,ENSG00000108559
Q93052,ENSG00000145012
O15018,ENSG00000133401
Q99614,ENSG00000113312
Q9BXP2,ENSG00000146828
P26006,ENSG00000005884
Q6P4R8,ENSG00000170322
Q9Y2H1,ENSG00000211455
O75427,ENSG00000077454
Q9BV97,ENSG00000169955
Q8WZ59,ENSG00000160472
P11498,ENSG00000173599
Q96MD2,ENSG00000174206
Q96RP9,ENSG00000168827
P10636,ENSG00000276155
O14966,ENSG00000117280
Q9BUZ4,ENSG00000076604
A6NKF2,ENSG00000205143
Q400G9,ENSG00000174945
P0C7W6,ENSG00000182645
Q9HB21,ENSG00000107679
P34913,ENSG00000120915
Q7L2J0,ENSG00000289690
Q9NQ84,ENSG00000291917
Q9NPC2,ENSG00000169427
O00590,ENSG00000144648
Q9P266,ENSG00000165757
Q9BQI5,ENSG00000118473
Q9UBM8,ENSG00000182050
O60841,ENSG00000158417
P52757,ENSG00000106069
Q9BPX6,ENSG00000107745
Q15928,ENSG00000131127
Q86WN1,ENSG00000197948
Q9NUG6,ENSG00000088356
Q8IZ13,ENSG00000221886
P01588,ENSG00000130427
Q9P286,ENSG00000101349
Q07444,ENSG00000205810
Q9UM11,ENSG00000105325
Q99623,ENSG00000215021
Q86VH2,ENSG00000165115
Q9BU79,ENSG00000135185
Q7Z6K4,ENSG00000198435
Q16533,ENSG00000023608
Q96JN0,ENSG00000196233
O43653,ENSG00000167653
Q9P2R7,ENSG00000136143
Q8WVX3,ENSG00000164096
Q9BZJ0,ENSG00000101343
Q68DL7,ENSG00000206043
Q9BYQ6,ENSG00000292038
Q9NPG3,ENSG00000118900
Q9BWT3,ENSG00000115421
O43365,ENSG00000105997
Q4G0I0,ENSG00000174109
P17213,ENSG00000101425
Q9BTZ2,ENSG00000157326
Q92643,ENSG00000142892
Q9BVI0,ENSG00000025293
Q9BQI0,ENSG00000126878
O00562,ENSG00000110697
Q96MV1,ENSG00000152078
Q9NQT5,ENSG00000107371
P22090,ENSG00000129824
Q6UW68,ENSG00000105518
Q9ULG6,ENSG00000260916
Q96EB1,ENSG00000109911
Q9NVU7,ENSG00000198301
Q02413,ENSG00000134760
P16520,ENSG00000111664
P07996,ENSG00000137801
Q5JTH9,ENSG00000052749
Q9BWW4,ENSG00000157216
Q969R5,ENSG00000100395
Q6PJ69,ENSG00000141569
Q6N043,ENSG00000137871
O96014,ENSG00000085741
Q9BYD3,ENSG00000105364
Q14802,ENSG00000089356
P56696,ENSG00000117013
P28472,ENSG00000166206
Q96BW5,ENSG00000165983
P05177,ENSG00000140505
Q8WXX0,ENSG00000118997
Q96DU3,ENSG00000162739
Q9UJU3,ENSG00000062370
Q9BXT8,ENSG00000132972
Q5VV41,ENSG00000130762
Q9HC29,ENSG00000167207
Q96BV0,ENSG00000196456
P62837,ENSG00000131508
Q96C36,ENSG00000143811
Q9BST9,ENSG00000114993
P52798,ENSG00000243364
B2RUY7,ENSG00000174453
Q9UK73,ENSG00000169018
Q12894,ENSG00000214706
Q8TBY9,ENSG00000158023
Q9H9J2,ENSG00000135900
Q9Y250,ENSG00000061337
Q9NZK5,ENSG00000093072
P49916,ENSG00000005156
Q14703,ENSG00000140943
O60224,ENSG00000269791
O60224,ENSG00000268009
P01034,ENSG00000101439
Q14141,ENSG00000125354
Q92628,ENSG00000170871
Q14012,ENSG00000134072
Q9UJ98,ENSG00000066923
Q9UNK4,ENSG00000117215
Q9Y226,ENSG00000172940
Q5TAQ9,ENSG00000132716
Q9UQ84,ENSG00000174371
Q13938,ENSG00000105519
Q96CX2,ENSG00000178695
P05230,ENSG00000113578
Q9H765,ENSG00000177981
O75570,ENSG00000120662
Q8TAE6,ENSG00000198729
Q8WXI9,ENSG00000261992
Q96GQ5,ENSG00000140688
Q9BQ48,ENSG00000130312
Q12884,ENSG00000078098
Q86XM0,ENSG00000174898
P56279,ENSG00000100721
O76013,ENSG00000126337
Q13224,ENSG00000273079
Q5GAN3,ENSG00000206150
Q8NFP4,ENSG00000112139
O60565,ENSG00000276886
Q99956,ENSG00000130829
Q71SY5,ENSG00000104973
P52848,ENSG00000070614
P09871,ENSG00000182326
Q9UGJ1,ENSG00000137822
O43462,ENSG00000012174
O43524,ENSG00000118689
P62807,ENSG00000158373
P62807,ENSG00000273802
P62807,ENSG00000277224
P62807,ENSG00000274290
P62807,ENSG00000278588
P62807,ENSG00000180596
P10916,ENSG00000111245
Q5VUM1,ENSG00000154079
Q9NR90,ENSG00000187191
O15304,ENSG00000184990
Q96JH8,ENSG00000157927
Q8NC51,ENSG00000142864
Q96KP4,ENSG00000133313
Q12796,ENSG00000146278
Q9HBA0,ENSG00000111199
Q08629,ENSG00000152377
P13500,ENSG00000108691
O00602,ENSG00000085265
O60243,ENSG00000136720
O00400,ENSG00000169359
P08047,ENSG00000185591
Q0VG06,ENSG00000185504
P22528,ENSG00000169469
P21926,ENSG00000010278
Q96A25,ENSG00000184988
P49458,ENSG00000143742
Q5SW24,ENSG00000164488
Q6UXE8,ENSG00000168903
P35610,ENSG00000057252
Q9UI30,ENSG00000173113
P35638,ENSG00000175197
Q5VYV7,ENSG00000149346
P48556,ENSG00000099341
Q8TF76,ENSG00000177602
Q86UU1,ENSG00000019144
I6L899,ENSG00000186399
Q9UL26,ENSG00000124209
O60469,ENSG00000171587
O15397,ENSG00000133704
Q8IZT6,ENSG00000066279
Q99447,ENSG00000185813
Q14943,ENSG00000275608
Q9BYR7,ENSG00000263296
Q8N8Q3,ENSG00000173818
P30711,ENSG00000277656
Q8NI08,ENSG00000111912
Q6PG37,ENSG00000197863
Q5JR12,ENSG00000155367
P37059,ENSG00000086696
P62873,ENSG00000078369
Q9UJQ4,ENSG00000101115
Q96JP5,ENSG00000186660
Q9NP91,ENSG00000163817
O75387,ENSG00000149150
Q9NUB1,ENSG00000154930
Q9UJJ7,ENSG00000007376
P07814,ENSG00000136628
A1L443,ENSG00000130950
Q96DG6,ENSG00000164237
Q15070,ENSG00000155463
Q96RL6,ENSG00000161640
P16499,ENSG00000132915
O95500,ENSG00000159261
P42773,ENSG00000123080
Q13489,ENSG00000023445
Q8TDR2,ENSG00000125834
Q9Y6W8,ENSG00000163600
P21810,ENSG00000182492
Q9BU70,ENSG00000136932
P01111,ENSG00000213281
Q9BRT6,ENSG00000139233
Q8N9N7,ENSG00000180979
Q8TBE7,ENSG00000168917
Q8N3Z6,ENSG00000147905
Q9C002,ENSG00000166920
P08887,ENSG00000160712
Q96BF6,ENSG00000148411
Q3KP66,ENSG00000163362
Q9C0D5,ENSG00000115183
Q9UPV9,ENSG00000182606
Q8WWX8,ENSG00000288216
Q96MN5,ENSG00000116205
Q86VP1,ENSG00000106052
Q15819,ENSG00000169139
Q7Z6B7,ENSG00000196935
P19622,ENSG00000164778
O43280,ENSG00000118094
A4FU01,ENSG00000014914
A2RU48,ENSG00000179256
Q6UXA7,ENSG00000231624
P62995,ENSG00000136527
Q8N142,ENSG00000185100
Q8IZQ1,ENSG00000163625
Q9HAT1,ENSG00000140506
Q9BS16,ENSG00000123219
P29401,ENSG00000163931
P31271,ENSG00000106031
Q92692,ENSG00000130202
Q12951,ENSG00000168269
Q9NR99,ENSG00000101825
Q8NGV6,ENSG00000230301
Q33E94,ENSG00000111783
Q9P296,ENSG00000134830
Q495W5,ENSG00000196968
Q9H6K5,ENSG00000183248
P56202,ENSG00000172543
Q05516,ENSG00000109906
Q6P988,ENSG00000185269
O14558,ENSG00000004776
Q5H9L4,ENSG00000102387
Q86XF0,ENSG00000178700
Q96MF7,ENSG00000156831
P22570,ENSG00000161513
P32239,ENSG00000110148
O14958,ENSG00000118729
Q9BZQ8,ENSG00000135842
P47989,ENSG00000158125
P51003,ENSG00000090060
Q92932,ENSG00000282185
Q8NC96,ENSG00000089818
Q9Y5Q6,ENSG00000172410
Q8TE77,ENSG00000172830
P32119,ENSG00000167815
Q96AJ1,ENSG00000103351
Q86W50,ENSG00000127804
Q96JM4,ENSG00000133640
Q8NCC5,ENSG00000157800
Q8WWT9,ENSG00000158296
P26998,ENSG00000100053
Q96AV8,ENSG00000165891
P02458,ENSG00000139219
O95428,ENSG00000100767
Q5H9K5,ENSG00000166432
Q9BY66,ENSG00000012817
P37088,ENSG00000111319
Q5TCQ9,ENSG00000081026
Q8N565,ENSG00000118242
Q9H2A7,ENSG00000161921
Q5VZY2,ENSG00000203805
Q5NDL2,ENSG00000163378
O14830,ENSG00000156194
O43255,ENSG00000181788
Q15431,ENSG00000198765
Q8TBH0,ENSG00000105643
Q92793,ENSG00000005339
Q96PB7,ENSG00000118733
P32745,ENSG00000278195
Q9NX04,ENSG00000116922
Q99712,ENSG00000157551
Q9BY49,ENSG00000115425
Q8NDV7,ENSG00000090905
Q6YHU6,ENSG00000115970
P00742,ENSG00000126218
Q6K0P9,ENSG00000163564
Q14626,ENSG00000137070
Q8N122,ENSG00000141564
Q15800,ENSG00000052802
Q53G44,ENSG00000137959
Q9NPF5,ENSG00000178028
Q9BZE9,ENSG00000169696
Q86WQ0,ENSG00000184162
Q9ULW0,ENSG00000088325
P30304,ENSG00000164045
Q9Y3R4,ENSG00000115488
Q15345,ENSG00000132128
Q9UGH3,ENSG00000089057
P61812,ENSG00000092969
Q8N543,ENSG00000087263
O95149,ENSG00000169371
O14924,ENSG00000159788
Q96C92,ENSG00000165689
Q92794,ENSG00000083168
Q6ZU15,ENSG00000154997
Q58EX2,ENSG00000069188
P78413,ENSG00000113430
Q9Y2I9,ENSG00000111490
Q9UKL6,ENSG00000141179
Q96AZ6,ENSG00000172183
P41002,ENSG00000162063
Q6ZMN7,ENSG00000165966
P05386,ENSG00000137818
Q8NBV4,ENSG00000160539
Q9Y4A8,ENSG00000050344
O00116,ENSG00000018510
Q9BXY4,ENSG00000146374
O00418,ENSG00000103319
Q96RR4,ENSG00000110931
Q96Q27,ENSG00000278693
Q969T3,ENSG00000124104
Q9BQ95,ENSG00000130159
P80511,ENSG00000163221
Q7Z7J7,ENSG00000156959
O75676,ENSG00000162302
Q9NWN3,ENSG00000178974
P56378,ENSG00000156411
P26640,ENSG00000231116
Q49AJ0,ENSG00000147724
P37058,ENSG00000130948
Q92750,ENSG00000141384
Q86W26,ENSG00000182261
Q6IQ21,ENSG00000198146
Q6ZWT7,ENSG00000143797
Q7M4L6,ENSG00000138606
Q16696,ENSG00000197838
Q9BW19,ENSG00000204197
Q9UGK8,ENSG00000129158
Q9BXJ7,ENSG00000166126
O60346,ENSG00000081913
Q96PH1,ENSG00000255346
Q2YD98,ENSG00000163945
P54219,ENSG00000036565
Q96DM3,ENSG00000141452
Q6UX01,ENSG00000139636
Q8IUA7,ENSG00000154258
O75339,ENSG00000138615
Q8IWP9,ENSG00000024862
O43745,ENSG00000166869
Q5T2R2,ENSG00000148459
Q9H422,ENSG00000110422
Q15836,ENSG00000049245
Q6P1J9,ENSG00000134371
Q969S8,ENSG00000100429
Q86U90,ENSG00000196449
Q5H9I0,ENSG00000183434
Q8NCR3,ENSG00000166323
Q9C0I9,ENSG00000148814
Q5T124,ENSG00000158062
Q14642,ENSG00000068383
Q9H426,ENSG00000101098
B2RXF5,ENSG00000179627
Q9NQS5,ENSG00000139572
O95861,ENSG00000162813
P30203,ENSG00000013725
P01037,ENSG00000170373
Q7Z6K5,ENSG00000242498
Q9NVW2,ENSG00000131263
Q8N205,ENSG00000181392
P01213,ENSG00000101327
O15554,ENSG00000104783
Q9NQZ5,ENSG00000084090
Q9NRF8,ENSG00000047230
Q8WUD6,ENSG00000111666
Q9UG56,ENSG00000241878
O15479,ENSG00000099399
P19438,ENSG00000067182
A4D161,ENSG00000188732
P46059,ENSG00000088386
Q96Q11,ENSG00000072756
P30874,ENSG00000180616
Q8IXX5,ENSG00000163444
Q9NRX6,ENSG00000215717
Q9Y5G2,ENSG00000253910
P53618,ENSG00000129083
Q9BUV0,ENSG00000117616
Q9BYR0,ENSG00000240871
Q8IYD9,ENSG00000166845
P49796,ENSG00000138835
Q9HCU9,ENSG00000174744
O00629,ENSG00000186432
Q969L2,ENSG00000147676
Q7Z7F0,ENSG00000132680
Q9H237,ENSG00000102312
Q15735,ENSG00000185133
P33176,ENSG00000170759
Q9NYL2,ENSG00000091436
Q7Z6M4,ENSG00000122085
P59991,ENSG00000221864
Q9Y5G4,ENSG00000261934
Q93073,ENSG00000138593
A6NI56,ENSG00000197599
P51956,ENSG00000136098
O75157,ENSG00000196428
Q13319,ENSG00000171450
Q9ULC5,ENSG00000197142
Q9ULE3,ENSG00000146966
Q9UFF9,ENSG00000155508
P82933,ENSG00000135972
Q6NW29,ENSG00000182552
Q9Y5Y0,ENSG00000162769
Q96EN9,ENSG00000006015
Q9UKJ8,ENSG00000139985
Q9H2B2,ENSG00000132872
P50336,ENSG00000143224
Q9BVV7,ENSG00000075336
Q5T686,ENSG00000119986
Q92521,ENSG00000069943
Q01740,ENSG00000010932
Q9UGQ3,ENSG00000281165
O75437,ENSG00000213096
Q86X27,ENSG00000116191
P31268,ENSG00000122592
P40126,ENSG00000080166
O75711,ENSG00000164106
O14522,ENSG00000196090
Q14500,ENSG00000184185
Q96D03,ENSG00000145358
P02708,ENSG00000138435
Q8IWR1,ENSG00000213186
Q6FHJ7,ENSG00000106483
Q8WWN9,ENSG00000074706
Q93077,ENSG00000180573
H3BR10,ENSG00000256162
Q9Y2P0,ENSG00000127903
A2RRL7,ENSG00000214128
Q68CZ6,ENSG00000214367
Q13867,ENSG00000108578
Q14699,ENSG00000131378
Q9Y5Z4,ENSG00000051620
Q8N138,ENSG00000172057
O75438,ENSG00000183648
Q9UL62,ENSG00000072315
Q9NX76,ENSG00000091317
Q969Q4,ENSG00000152213
O43174,ENSG00000095596
Q8TC12,ENSG00000072042
Q8TBM8,ENSG00000164031
P49773,ENSG00000169567
Q9H2P9,ENSG00000117543
A2RU14,ENSG00000150433
P61758,ENSG00000155959
Q99856,ENSG00000116017
Q9HAP2,ENSG00000281178
Q96C55,ENSG00000171443
Q8NFW5,ENSG00000197587
Q9P217,ENSG00000162415
P36402,ENSG00000081059
P07311,ENSG00000119640
Q9H7B2,ENSG00000197498
Q9BTV6,ENSG00000148399
P18405,ENSG00000145545
Q13563,ENSG00000118762
Q8WY07,ENSG00000165349
Q9BYC5,ENSG00000033170
P35754,ENSG00000173221
Q96NX9,ENSG00000126733
Q9Y5K2,ENSG00000167749
Q8N6C8,ENSG00000273884
Q8NC06,ENSG00000181513
Q15057,ENSG00000114331
Q8TD23,ENSG00000197372
Q96B54,ENSG00000131116
Q8IY92,ENSG00000188827
Q05BQ5,ENSG00000011258
P24752,ENSG00000075239
P53041,ENSG00000011485
P13497,ENSG00000168487
Q8NC42,ENSG00000163162
Q4KWH8,ENSG00000114805
Q86VB7,ENSG00000177575
Q9HCH5,ENSG00000137501
P27539,ENSG00000130283
Q02045,ENSG00000215375
O94907,ENSG00000107984
Q9UBC5,ENSG00000166866
P09651,ENSG00000135486
Q9UPA5,ENSG00000164061
O75152,ENSG00000058673
Q86VE0,ENSG00000176182
P50539,ENSG00000119950
P09912,ENSG00000126709
Q96L03,ENSG00000162814
Q9Y6X3,ENSG00000129933
Q8TE69,ENSG00000197620
Q9UKX5,ENSG00000137809
O43665,ENSG00000148908
O00482,ENSG00000116833
Q5VSL9,ENSG00000143093
P16885,ENSG00000197943
Q9NPE2,ENSG00000182768
P43234,ENSG00000256043
Q9C0H2,ENSG00000136295
Q9Y2M0,ENSG00000198690
Q6P531,ENSG00000167741
O15197,ENSG00000275482
Q13023,ENSG00000151320
P21854,ENSG00000137101
Q9Y237,ENSG00000102309
O14874,ENSG00000103507
Q9BXU3,ENSG00000268629
Q99575,ENSG00000104356
Q9NZJ9,ENSG00000173598
P15692,ENSG00000112715
Q9NYR9,ENSG00000168256
Q7Z403,ENSG00000141524
Q6ZST4,ENSG00000214402
O60242,ENSG00000135298
Q9Y243,ENSG00000117020
Q9Y2D2,ENSG00000117620
Q96F10,ENSG00000141504
Q9H694,ENSG00000122870
Q8IX30,ENSG00000146197
O43497,ENSG00000006283
Q8TDN1,ENSG00000168418
Q6RFH5,ENSG00000133316
Q15436,ENSG00000100934
Q96CN7,ENSG00000066583
Q9H649,ENSG00000178694
P43403,ENSG00000115085
Q00688,ENSG00000100442
P00395,ENSG00000198804
Q9BQQ3,ENSG00000114745
Q9BRS8,ENSG00000166173
Q5T9S5,ENSG00000122483
P16870,ENSG00000109472
Q15008,ENSG00000163636
P15090,ENSG00000170323
Q9P2K2,ENSG00000087301
Q9BWQ6,ENSG00000130733
P63010,ENSG00000006125
P39905,ENSG00000168621
O14977,ENSG00000155096
Q5W0Q7,ENSG00000132952
P20337,ENSG00000169213
P23634,ENSG00000058668
P07355,ENSG00000182718
O43708,ENSG00000100577
Q10589,ENSG00000130303
Q13740,ENSG00000170017
Q96F86,ENSG00000179151
Q9H981,ENSG00000113812
Q96PY5,ENSG00000157827
P48146,ENSG00000125522
Q9UIW0,ENSG00000116035
Q6ZNK6,ENSG00000255833
Q7L266,ENSG00000162174
Q7Z7M0,ENSG00000105429
Q9UI17,ENSG00000132837
P14621,ENSG00000170634
Q96RD6,ENSG00000073150
Q99996,ENSG00000127914
O14926,ENSG00000186765
Q86T24,ENSG00000177485
Q5TA45,ENSG00000127054
Q8WVJ9,ENSG00000288335
Q03154,ENSG00000243989
Q9BPZ7,ENSG00000119487
Q5XUX0,ENSG00000103264
P14061,ENSG00000108786
Q86Y25,ENSG00000177932
Q9HCH3,ENSG00000124772
Q96D15,ENSG00000142552
Q6NXR0,ENSG00000124449
P18031,ENSG00000196396
P49189,ENSG00000143149
Q2M2Z5,ENSG00000088970
Q8NFQ8,ENSG00000169905
Q86SG6,ENSG00000160602
Q8N5Z5,ENSG00000100379
Q8IXT5,ENSG00000183808
Q9NRJ7,ENSG00000291684
Q9BWD1,ENSG00000120437
O75808,ENSG00000103326
Q4KMG9,ENSG00000165685
Q9BSF0,ENSG00000187699
P52569,ENSG00000003989
P57729,ENSG00000123892
Q53RE8,ENSG00000213337
Q96NL6,ENSG00000151466
